name,price,description,category,subcategory,shop,image
Detergent 570,2728,High quality Detergent from Daily Needs,Daily Needs,Detergent,Quick Shop,products/default.jpg
Shampoo 817,2054,High quality Shampoo from Daily Needs,Daily Needs,Shampoo,Smart Shop,products/default.jpg
Chair 678,1839,High quality Chair from Home,Home,Chair,Daily Needs Store,products/default.jpg
Carrot 394,3471,High quality Carrot from Vegetables,Vegetables,Carrot,Urban Grocery,products/default.jpg
Detergent 410,2879,High quality Detergent from Daily Needs,Daily Needs,Detergent,Fresh Mart,products/default.jpg
Detergent 615,3079,High quality Detergent from Daily Needs,Daily Needs,Detergent,Mega Mart,products/default.jpg
Detergent 88,708,High quality Detergent from Daily Needs,Daily Needs,Detergent,Super Store,products/default.jpg
Milk 551,3810,High quality Milk from Dairy,Dairy,Milk,Smart Shop,products/default.jpg
Toilet Paper 88,4183,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Fresh Mart,products/default.jpg
Toilet Paper 832,3479,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Mega Mart,products/default.jpg
Namkeen 141,2571,High quality Namkeen from Snacks,Snacks,Namkeen,Super Store,products/default.jpg
Bread 485,3363,High quality Bread from Bakery,Bakery,Bread,Green Basket,products/default.jpg
Pen 972,1898,High quality Pen from Stationery,Stationery,Pen,Urban Grocery,products/default.jpg
Mobile 430,4761,High quality Mobile from Electronics,Electronics,Mobile,Green Basket,products/default.jpg
Bread 681,2180,High quality Bread from Bakery,Bakery,Bread,Quick Shop,products/default.jpg
Namkeen 27,2701,High quality Namkeen from Snacks,Snacks,Namkeen,Daily Needs Store,products/default.jpg
Tea 3,3759,High quality Tea from Beverages,Beverages,Tea,Daily Needs Store,products/default.jpg
Chocolate 296,1966,High quality Chocolate from Snacks,Snacks,Chocolate,Fresh Mart,products/default.jpg
Yogurt 505,3976,High quality Yogurt from Dairy,Dairy,Yogurt,Green Basket,products/default.jpg
Cake 922,3952,High quality Cake from Bakery,Bakery,Cake,Smart Shop,products/default.jpg
Popcorn 854,2576,High quality Popcorn from Snacks,Snacks,Popcorn,Fresh Mart,products/default.jpg
Charger 220,1850,High quality Charger from Electronics,Electronics,Charger,Smart Shop,products/default.jpg
Smart Watch 146,2055,High quality Smart Watch from Electronics,Electronics,Smart Watch,Super Store,products/default.jpg
Yogurt 467,3013,High quality Yogurt from Dairy,Dairy,Yogurt,Green Basket,products/default.jpg
Eraser 585,3555,High quality Eraser from Stationery,Stationery,Eraser,Mega Mart,products/default.jpg
Cookies 389,4429,High quality Cookies from Snacks,Snacks,Cookies,Super Store,products/default.jpg
Chocolate 785,3960,High quality Chocolate from Snacks,Snacks,Chocolate,Green Basket,products/default.jpg
Headphones 304,940,High quality Headphones from Electronics,Electronics,Headphones,Mega Mart,products/default.jpg
Spinach 933,3382,High quality Spinach from Vegetables,Vegetables,Spinach,Quick Shop,products/default.jpg
Spinach 186,1568,High quality Spinach from Vegetables,Vegetables,Spinach,Fresh Mart,products/default.jpg
Biscuit 690,4850,High quality Biscuit from Bakery,Bakery,Biscuit,Daily Needs Store,products/default.jpg
Cheese 198,1235,High quality Cheese from Dairy,Dairy,Cheese,Green Basket,products/default.jpg
Apple 498,1146,High quality Apple from Fruits,Fruits,Apple,Fresh Mart,products/default.jpg
Toilet Paper 269,2478,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Super Store,products/default.jpg
Headphones 530,3762,High quality Headphones from Electronics,Electronics,Headphones,Fresh Mart,products/default.jpg
Juice 255,4746,High quality Juice from Beverages,Beverages,Juice,Fresh Mart,products/default.jpg
Tea 508,1545,High quality Tea from Beverages,Beverages,Tea,Smart Shop,products/default.jpg
Chair 733,2635,High quality Chair from Home,Home,Chair,Urban Grocery,products/default.jpg
T-Shirt 956,1928,High quality T-Shirt from Clothing,Clothing,T-Shirt,Green Basket,products/default.jpg
Curtain 727,3919,High quality Curtain from Home,Home,Curtain,Urban Grocery,products/default.jpg
Jacket 371,1527,High quality Jacket from Clothing,Clothing,Jacket,Green Basket,products/default.jpg
Coffee 257,1411,High quality Coffee from Beverages,Beverages,Coffee,Super Store,products/default.jpg
Bed Sheet 658,4368,High quality Bed Sheet from Home,Home,Bed Sheet,Smart Shop,products/default.jpg
Shorts 312,716,High quality Shorts from Clothing,Clothing,Shorts,Fresh Mart,products/default.jpg
Toothpaste 601,4996,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Green Basket,products/default.jpg
Potato 980,1747,High quality Potato from Vegetables,Vegetables,Potato,Super Store,products/default.jpg
Donut 258,4085,High quality Donut from Bakery,Bakery,Donut,Mega Mart,products/default.jpg
Laptop 456,3299,High quality Laptop from Electronics,Electronics,Laptop,Quick Shop,products/default.jpg
Toilet Paper 927,3770,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Green Basket,products/default.jpg
Carrot 841,1515,High quality Carrot from Vegetables,Vegetables,Carrot,Mega Mart,products/default.jpg
Laptop 567,4772,High quality Laptop from Electronics,Electronics,Laptop,Daily Needs Store,products/default.jpg
Pen 443,202,High quality Pen from Stationery,Stationery,Pen,Green Basket,products/default.jpg
Toothpaste 767,807,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Urban Grocery,products/default.jpg
Muffin 71,385,High quality Muffin from Bakery,Bakery,Muffin,Super Store,products/default.jpg
Juice 255,1206,High quality Juice from Beverages,Beverages,Juice,Green Basket,products/default.jpg
Jeans 119,1571,High quality Jeans from Clothing,Clothing,Jeans,Smart Shop,products/default.jpg
Juice 84,3867,High quality Juice from Beverages,Beverages,Juice,Smart Shop,products/default.jpg
Jacket 767,4928,High quality Jacket from Clothing,Clothing,Jacket,Green Basket,products/default.jpg
Cookies 623,2866,High quality Cookies from Snacks,Snacks,Cookies,Super Store,products/default.jpg
Chair 652,2226,High quality Chair from Home,Home,Chair,Urban Grocery,products/default.jpg
Juice 820,1349,High quality Juice from Beverages,Beverages,Juice,Daily Needs Store,products/default.jpg
Smart Watch 147,4308,High quality Smart Watch from Electronics,Electronics,Smart Watch,Green Basket,products/default.jpg
Popcorn 428,4913,High quality Popcorn from Snacks,Snacks,Popcorn,Urban Grocery,products/default.jpg
Coffee 43,3953,High quality Coffee from Beverages,Beverages,Coffee,Smart Shop,products/default.jpg
Orange 546,150,High quality Orange from Fruits,Fruits,Orange,Fresh Mart,products/default.jpg
Bread 915,2438,High quality Bread from Bakery,Bakery,Bread,Green Basket,products/default.jpg
T-Shirt 210,397,High quality T-Shirt from Clothing,Clothing,T-Shirt,Quick Shop,products/default.jpg
Chips 995,2779,High quality Chips from Snacks,Snacks,Chips,Mega Mart,products/default.jpg
Juice 942,2408,High quality Juice from Beverages,Beverages,Juice,Mega Mart,products/default.jpg
Carrot 804,1205,High quality Carrot from Vegetables,Vegetables,Carrot,Mega Mart,products/default.jpg
Pencil 580,2553,High quality Pencil from Stationery,Stationery,Pencil,Mega Mart,products/default.jpg
Yogurt 142,3569,High quality Yogurt from Dairy,Dairy,Yogurt,Quick Shop,products/default.jpg
Charger 952,2899,High quality Charger from Electronics,Electronics,Charger,Super Store,products/default.jpg
Carrot 81,1647,High quality Carrot from Vegetables,Vegetables,Carrot,Fresh Mart,products/default.jpg
Tomato 552,1717,High quality Tomato from Vegetables,Vegetables,Tomato,Daily Needs Store,products/default.jpg
Pencil 983,1565,High quality Pencil from Stationery,Stationery,Pencil,Daily Needs Store,products/default.jpg
Apple 504,3818,High quality Apple from Fruits,Fruits,Apple,Daily Needs Store,products/default.jpg
Coffee 487,2232,High quality Coffee from Beverages,Beverages,Coffee,Fresh Mart,products/default.jpg
Pencil 200,1030,High quality Pencil from Stationery,Stationery,Pencil,Fresh Mart,products/default.jpg
Chocolate 212,2011,High quality Chocolate from Snacks,Snacks,Chocolate,Daily Needs Store,products/default.jpg
Soap 420,3908,High quality Soap from Daily Needs,Daily Needs,Soap,Green Basket,products/default.jpg
Onion 832,1265,High quality Onion from Vegetables,Vegetables,Onion,Urban Grocery,products/default.jpg
Juice 869,421,High quality Juice from Beverages,Beverages,Juice,Super Store,products/default.jpg
Biscuit 28,20,High quality Biscuit from Bakery,Bakery,Biscuit,Daily Needs Store,products/default.jpg
Biscuit 743,2410,High quality Biscuit from Bakery,Bakery,Biscuit,Green Basket,products/default.jpg
Bed Sheet 123,3095,High quality Bed Sheet from Home,Home,Bed Sheet,Quick Shop,products/default.jpg
T-Shirt 78,1136,High quality T-Shirt from Clothing,Clothing,T-Shirt,Super Store,products/default.jpg
Toilet Paper 383,4573,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Super Store,products/default.jpg
Headphones 835,66,High quality Headphones from Electronics,Electronics,Headphones,Mega Mart,products/default.jpg
Curtain 216,3830,High quality Curtain from Home,Home,Curtain,Fresh Mart,products/default.jpg
Energy Drink 55,1917,High quality Energy Drink from Beverages,Beverages,Energy Drink,Urban Grocery,products/default.jpg
Bed Sheet 907,356,High quality Bed Sheet from Home,Home,Bed Sheet,Urban Grocery,products/default.jpg
Soap 54,1308,High quality Soap from Daily Needs,Daily Needs,Soap,Super Store,products/default.jpg
Grapes 482,4894,High quality Grapes from Fruits,Fruits,Grapes,Quick Shop,products/default.jpg
Spinach 340,222,High quality Spinach from Vegetables,Vegetables,Spinach,Smart Shop,products/default.jpg
Energy Drink 783,1315,High quality Energy Drink from Beverages,Beverages,Energy Drink,Mega Mart,products/default.jpg
Donut 976,2792,High quality Donut from Bakery,Bakery,Donut,Urban Grocery,products/default.jpg
Popcorn 522,2485,High quality Popcorn from Snacks,Snacks,Popcorn,Super Store,products/default.jpg
Chair 652,2013,High quality Chair from Home,Home,Chair,Super Store,products/default.jpg
Charger 739,773,High quality Charger from Electronics,Electronics,Charger,Urban Grocery,products/default.jpg
Shorts 561,1388,High quality Shorts from Clothing,Clothing,Shorts,Fresh Mart,products/default.jpg
Chips 399,3806,High quality Chips from Snacks,Snacks,Chips,Mega Mart,products/default.jpg
Bed Sheet 560,3090,High quality Bed Sheet from Home,Home,Bed Sheet,Smart Shop,products/default.jpg
Grapes 705,702,High quality Grapes from Fruits,Fruits,Grapes,Super Store,products/default.jpg
Popcorn 831,2376,High quality Popcorn from Snacks,Snacks,Popcorn,Smart Shop,products/default.jpg
Detergent 446,1299,High quality Detergent from Daily Needs,Daily Needs,Detergent,Urban Grocery,products/default.jpg
Headphones 814,2533,High quality Headphones from Electronics,Electronics,Headphones,Super Store,products/default.jpg
Energy Drink 3,1800,High quality Energy Drink from Beverages,Beverages,Energy Drink,Daily Needs Store,products/default.jpg
Cheese 643,1724,High quality Cheese from Dairy,Dairy,Cheese,Urban Grocery,products/default.jpg
Orange 763,4148,High quality Orange from Fruits,Fruits,Orange,Urban Grocery,products/default.jpg
Tea 766,1842,High quality Tea from Beverages,Beverages,Tea,Quick Shop,products/default.jpg
Chips 187,2477,High quality Chips from Snacks,Snacks,Chips,Quick Shop,products/default.jpg
Coffee 54,1562,High quality Coffee from Beverages,Beverages,Coffee,Daily Needs Store,products/default.jpg
Bed Sheet 409,4500,High quality Bed Sheet from Home,Home,Bed Sheet,Urban Grocery,products/default.jpg
Shorts 459,4942,High quality Shorts from Clothing,Clothing,Shorts,Mega Mart,products/default.jpg
Shampoo 361,1846,High quality Shampoo from Daily Needs,Daily Needs,Shampoo,Green Basket,products/default.jpg
Spinach 168,2216,High quality Spinach from Vegetables,Vegetables,Spinach,Green Basket,products/default.jpg
Onion 905,4178,High quality Onion from Vegetables,Vegetables,Onion,Daily Needs Store,products/default.jpg
Soap 559,4419,High quality Soap from Daily Needs,Daily Needs,Soap,Green Basket,products/default.jpg
Potato 78,2862,High quality Potato from Vegetables,Vegetables,Potato,Fresh Mart,products/default.jpg
Shirt 300,3691,High quality Shirt from Clothing,Clothing,Shirt,Super Store,products/default.jpg
Marker 533,4259,High quality Marker from Stationery,Stationery,Marker,Smart Shop,products/default.jpg
Toothpaste 802,2659,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Super Store,products/default.jpg
Donut 169,4647,High quality Donut from Bakery,Bakery,Donut,Mega Mart,products/default.jpg
Soap 204,4016,High quality Soap from Daily Needs,Daily Needs,Soap,Super Store,products/default.jpg
Jacket 440,2673,High quality Jacket from Clothing,Clothing,Jacket,Smart Shop,products/default.jpg
Soap 757,555,High quality Soap from Daily Needs,Daily Needs,Soap,Quick Shop,products/default.jpg
Charger 344,40,High quality Charger from Electronics,Electronics,Charger,Mega Mart,products/default.jpg
Curtain 572,1821,High quality Curtain from Home,Home,Curtain,Smart Shop,products/default.jpg
Toilet Paper 668,835,High quality Toilet Paper from Daily Needs,Daily Needs,Toilet Paper,Super Store,products/default.jpg
Donut 141,2215,High quality Donut from Bakery,Bakery,Donut,Daily Needs Store,products/default.jpg
Mobile 985,168,High quality Mobile from Electronics,Electronics,Mobile,Super Store,products/default.jpg
Shorts 376,4830,High quality Shorts from Clothing,Clothing,Shorts,Super Store,products/default.jpg
Namkeen 486,1807,High quality Namkeen from Snacks,Snacks,Namkeen,Green Basket,products/default.jpg
Detergent 961,3887,High quality Detergent from Daily Needs,Daily Needs,Detergent,Quick Shop,products/default.jpg
Soda 322,3434,High quality Soda from Beverages,Beverages,Soda,Fresh Mart,products/default.jpg
Pillow 19,80,High quality Pillow from Home,Home,Pillow,Smart Shop,products/default.jpg
Table 306,93,High quality Table from Home,Home,Table,Green Basket,products/default.jpg
Cookies 275,2266,High quality Cookies from Snacks,Snacks,Cookies,Super Store,products/default.jpg
Grapes 604,73,High quality Grapes from Fruits,Fruits,Grapes,Daily Needs Store,products/default.jpg
Soap 27,4702,High quality Soap from Daily Needs,Daily Needs,Soap,Green Basket,products/default.jpg
Jeans 222,317,High quality Jeans from Clothing,Clothing,Jeans,Fresh Mart,products/default.jpg
Bed Sheet 806,1743,High quality Bed Sheet from Home,Home,Bed Sheet,Daily Needs Store,products/default.jpg
Pillow 54,270,High quality Pillow from Home,Home,Pillow,Mega Mart,products/default.jpg
Chips 88,2887,High quality Chips from Snacks,Snacks,Chips,Urban Grocery,products/default.jpg
Chair 676,2086,High quality Chair from Home,Home,Chair,Super Store,products/default.jpg
Apple 644,3815,High quality Apple from Fruits,Fruits,Apple,Urban Grocery,products/default.jpg
Juice 706,1596,High quality Juice from Beverages,Beverages,Juice,Fresh Mart,products/default.jpg
Banana 914,2104,High quality Banana from Fruits,Fruits,Banana,Fresh Mart,products/default.jpg
Jacket 382,4642,High quality Jacket from Clothing,Clothing,Jacket,Mega Mart,products/default.jpg
Bed Sheet 855,3601,High quality Bed Sheet from Home,Home,Bed Sheet,Urban Grocery,products/default.jpg
Pillow 821,326,High quality Pillow from Home,Home,Pillow,Green Basket,products/default.jpg
Carrot 947,4470,High quality Carrot from Vegetables,Vegetables,Carrot,Fresh Mart,products/default.jpg
Potato 273,1513,High quality Potato from Vegetables,Vegetables,Potato,Daily Needs Store,products/default.jpg
Marker 316,1285,High quality Marker from Stationery,Stationery,Marker,Super Store,products/default.jpg
Butter 3,3377,High quality Butter from Dairy,Dairy,Butter,Daily Needs Store,products/default.jpg
Notebook 147,4001,High quality Notebook from Stationery,Stationery,Notebook,Quick Shop,products/default.jpg
Toothpaste 52,3147,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Mega Mart,products/default.jpg
Cake 357,1775,High quality Cake from Bakery,Bakery,Cake,Super Store,products/default.jpg
Detergent 775,4435,High quality Detergent from Daily Needs,Daily Needs,Detergent,Mega Mart,products/default.jpg
Biscuit 348,4131,High quality Biscuit from Bakery,Bakery,Biscuit,Mega Mart,products/default.jpg
Soda 881,2602,High quality Soda from Beverages,Beverages,Soda,Smart Shop,products/default.jpg
Soda 443,2534,High quality Soda from Beverages,Beverages,Soda,Green Basket,products/default.jpg
Energy Drink 333,1612,High quality Energy Drink from Beverages,Beverages,Energy Drink,Super Store,products/default.jpg
Chair 274,3155,High quality Chair from Home,Home,Chair,Daily Needs Store,products/default.jpg
Charger 641,1856,High quality Charger from Electronics,Electronics,Charger,Super Store,products/default.jpg
Milk 153,1250,High quality Milk from Dairy,Dairy,Milk,Green Basket,products/default.jpg
T-Shirt 375,1705,High quality T-Shirt from Clothing,Clothing,T-Shirt,Green Basket,products/default.jpg
Toothpaste 402,3889,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Urban Grocery,products/default.jpg
Soap 291,3087,High quality Soap from Daily Needs,Daily Needs,Soap,Daily Needs Store,products/default.jpg
Coffee 205,3879,High quality Coffee from Beverages,Beverages,Coffee,Super Store,products/default.jpg
Onion 618,2283,High quality Onion from Vegetables,Vegetables,Onion,Urban Grocery,products/default.jpg
Chair 767,572,High quality Chair from Home,Home,Chair,Super Store,products/default.jpg
Curtain 844,1422,High quality Curtain from Home,Home,Curtain,Mega Mart,products/default.jpg
Chips 64,1318,High quality Chips from Snacks,Snacks,Chips,Green Basket,products/default.jpg
Soda 947,2449,High quality Soda from Beverages,Beverages,Soda,Daily Needs Store,products/default.jpg
Onion 735,1093,High quality Onion from Vegetables,Vegetables,Onion,Super Store,products/default.jpg
Pen 303,4497,High quality Pen from Stationery,Stationery,Pen,Super Store,products/default.jpg
Spinach 565,3677,High quality Spinach from Vegetables,Vegetables,Spinach,Daily Needs Store,products/default.jpg
Banana 275,4592,High quality Banana from Fruits,Fruits,Banana,Mega Mart,products/default.jpg
Curtain 559,1403,High quality Curtain from Home,Home,Curtain,Daily Needs Store,products/default.jpg
Grapes 54,2471,High quality Grapes from Fruits,Fruits,Grapes,Green Basket,products/default.jpg
Paneer 629,979,High quality Paneer from Dairy,Dairy,Paneer,Fresh Mart,products/default.jpg
Yogurt 371,739,High quality Yogurt from Dairy,Dairy,Yogurt,Urban Grocery,products/default.jpg
Yogurt 921,923,High quality Yogurt from Dairy,Dairy,Yogurt,Mega Mart,products/default.jpg
Donut 639,4074,High quality Donut from Bakery,Bakery,Donut,Fresh Mart,products/default.jpg
Headphones 199,4714,High quality Headphones from Electronics,Electronics,Headphones,Smart Shop,products/default.jpg
Smart Watch 562,279,High quality Smart Watch from Electronics,Electronics,Smart Watch,Smart Shop,products/default.jpg
Banana 544,2157,High quality Banana from Fruits,Fruits,Banana,Daily Needs Store,products/default.jpg
Carrot 643,1745,High quality Carrot from Vegetables,Vegetables,Carrot,Mega Mart,products/default.jpg
Grapes 158,4384,High quality Grapes from Fruits,Fruits,Grapes,Green Basket,products/default.jpg
Toothpaste 621,1953,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Urban Grocery,products/default.jpg
Mango 331,3244,High quality Mango from Fruits,Fruits,Mango,Urban Grocery,products/default.jpg
Jeans 922,2770,High quality Jeans from Clothing,Clothing,Jeans,Green Basket,products/default.jpg
Soda 628,402,High quality Soda from Beverages,Beverages,Soda,Mega Mart,products/default.jpg
Chocolate 554,4621,High quality Chocolate from Snacks,Snacks,Chocolate,Quick Shop,products/default.jpg
Bread 137,4973,High quality Bread from Bakery,Bakery,Bread,Urban Grocery,products/default.jpg
Pencil 180,2272,High quality Pencil from Stationery,Stationery,Pencil,Mega Mart,products/default.jpg
Coffee 692,4555,High quality Coffee from Beverages,Beverages,Coffee,Super Store,products/default.jpg
Soap 114,2378,High quality Soap from Daily Needs,Daily Needs,Soap,Urban Grocery,products/default.jpg
Laptop 42,3964,High quality Laptop from Electronics,Electronics,Laptop,Urban Grocery,products/default.jpg
Pillow 87,2812,High quality Pillow from Home,Home,Pillow,Mega Mart,products/default.jpg
Cookies 182,3015,High quality Cookies from Snacks,Snacks,Cookies,Smart Shop,products/default.jpg
Table 692,3638,High quality Table from Home,Home,Table,Mega Mart,products/default.jpg
Notebook 201,3765,High quality Notebook from Stationery,Stationery,Notebook,Super Store,products/default.jpg
Eraser 371,4617,High quality Eraser from Stationery,Stationery,Eraser,Mega Mart,products/default.jpg
Toothpaste 982,3478,High quality Toothpaste from Daily Needs,Daily Needs,Toothpaste,Fresh Mart,products/default.jpg
Pen 528,3719,High quality Pen from Stationery,Stationery,Pen,Quick Shop,products/default.jpg
Apple 40,1839,High quality Apple from Fruits,Fruits,Apple,Mega Mart,products/default.jpg
Chips 921,408,High quality Chips from Snacks,Snacks,Chips,Daily Needs Store,products/default.jpg
Juice 225,2170,High quality Juice from Beverages,Beverages,Juice,Green Basket,products/default.jpg
Soap 402,3458,High quality Soap from Daily Needs,Daily Needs,Soap,Green Basket,products/default.jpg
Apple 826,672,High quality Apple from Fruits,Fruits,Apple,Fresh Mart,products/default.jpg
Apple 903,944,High quality Apple from Fruits,Fruits,Apple,Green Basket,products/default.jpg
Muffin 706,1967,High quality Muffin from Bakery,Bakery,Muffin,Fresh Mart,products/default.jpg
Pillow 190,782,High quality Pillow from Home,Home,Pillow,Urban Grocery,products/default.jpg
Jacket 235,2725,High quality Jacket from Clothing,Clothing,Jacket,Quick Shop,products/default.jpg
Bread 241,3497,High quality Bread from Bakery,Bakery,Bread,Green Basket,products/default.jpg
T-Shirt 345,2918,High quality T-Shirt from Clothing,Clothing,T-Shirt,Super Store,products/default.jpg
Milk 356,2812,High quality Milk from Dairy,Dairy,Milk,Mega Mart,products/default.jpg
Mango 246,2212,High quality Mango from Fruits,Fruits,Mango,Smart Shop,products/default.jpg
Curtain 123,112,High quality Curtain from Home,Home,Curtain,Quick Shop,products/default.jpg
Pillow 70,3160,High quality Pillow from Home,Home,Pillow,Fresh Mart,products/default.jpg
Jeans 997,1488,High quality Jeans from Clothing,Clothing,Jeans,Fresh Mart,products/default.jpg
Orange 683,2947,High quality Orange from Fruits,Fruits,Orange,Mega Mart,products/default.jpg
Milk 718,4230,High quality Milk from Dairy,Dairy,Milk,Urban Grocery,products/default.jpg
Table 609,1827,High quality Table from Home,Home,Table,Daily Needs Store,products/default.jpg
Pen 683,3325,High quality Pen from Stationery,Stationery,Pen,Green Basket,products/default.jpg
Popcorn 195,1930,High quality Popcorn from Snacks,Snacks,Popcorn,Daily Needs Store,products/default.jpg
Cake 397,250,High quality Cake from Bakery,Bakery,Cake,Fresh Mart,products/default.jpg
Onion 251,1570,High quality Onion from Vegetables,Vegetables,Onion,Smart Shop,products/default.jpg
Eraser 825,3642,High quality Eraser from Stationery,Stationery,Eraser,Mega Mart,products/default.jpg
Paneer 806,3283,High quality Paneer from Dairy,Dairy,Paneer,Super Store,products/default.jpg
Energy Drink 434,729,High quality Energy Drink from Beverages,Beverages,Energy Drink,Green Basket,products/default.jpg
Cookies 633,4415,High quality Cookies from Snacks,Snacks,Cookies,Green Basket,products/default.jpg
Notebook 319,585,High quality Notebook from Stationery,Stationery,Notebook,Urban Grocery,products/default.jpg
Orange 694,4320,High quality Orange from Fruits,Fruits,Orange,Super Store,products/default.jpg
Smart Watch 754,2437,High quality Smart Watch from Electronics,Electronics,Smart Watch,Daily Needs Store,products/default.jpg
Onion 145,4812,High quality Onion from Vegetables,Vegetables,Onion,Quick Shop,products/default.jpg
Milk 489,3978,High quality Milk from Dairy,Dairy,Milk,Fresh Mart,products/default.jpg
Pillow 926,309,High quality Pillow from Home,Home,Pillow,Green Basket,products/default.jpg
Shampoo 462,2405,High quality Shampoo from Daily Needs,Daily Needs,Shampoo,Mega Mart,products/default.jpg
Shirt 996,1984,High quality Shirt from Clothing,Clothing,Shirt,Smart Shop,products/default.jpg
Notebook 93,1024,High quality Notebook from Stationery,Stationery,Notebook,Super Store,products/default.jpg
Muffin 324,2757,High quality Muffin from Bakery,Bakery,Muffin,Super Store,products/default.jpg
Jacket 348,4878,High quality Jacket from Clothing,Clothing,Jacket,Daily Needs Store,products/default.jpg
Jeans 989,3448,High quality Jeans from Clothing,Clothing,Jeans,Fresh Mart,products/default.jpg
Charger 997,3542,High quality Charger from Electronics,Electronics,Charger,Smart Shop,products/default.jpg
Coffee 907,422,High quality Coffee from Beverages,Beverages,Coffee,Green Basket,products/default.jpg
Bread 311,3930,High quality Bread from Bakery,Bakery,Bread,Quick Shop,products/default.jpg
Yogurt 216,2504,High quality Yogurt from Dairy,Dairy,Yogurt,Daily Needs Store,products/default.jpg
Energy Drink 655,2135,High quality Energy Drink from Beverages,Beverages,Energy Drink,Smart Shop,products/default.jpg
Charger 112,1784,High quality Charger from Electronics,Electronics,Charger,Urban Grocery,products/default.jpg
Shirt 47,3227,High quality Shirt from Clothing,Clothing,Shirt,Fresh Mart,products/default.jpg
Soap 507,56,High quality Soap from Daily Needs,Daily Needs,Soap,Fresh Mart,products/default.jpg
Smart Watch 259,4170,High quality Smart Watch from Electronics,Electronics,Smart Watch,Daily Needs Store,products/default.jpg
Butter 443,3252,High quality Butter from Dairy,Dairy,Butter,Urban Grocery,products/default.jpg
Namkeen 18,2775,High quality Namkeen from Snacks,Snacks,Namkeen,Super Store,products/default.jpg
Laptop 97,4212,High quality Laptop from Electronics,Electronics,Laptop,Mega Mart,products/default.jpg
Mango 872,2416,High quality Mango from Fruits,Fruits,Mango,Quick Shop,products/default.jpg
Yogurt 498,4037,High quality Yogurt from Dairy,Dairy,Yogurt,Super Store,products/default.jpg
Pencil 643,1243,High quality Pencil from Stationery,Stationery,Pencil,Fresh Mart,products/default.jpg
Tea 803,741,High quality Tea from Beverages,Beverages,Tea,Mega Mart,products/default.jpg
Onion 853,132,High quality Onion from Vegetables,Vegetables,Onion,Green Basket,products/default.jpg
Milk 396,2047,High quality Milk from Dairy,Dairy,Milk,Fresh Mart,products/default.jpg
Orange 606,250,High quality Orange from Fruits,Fruits,Orange,Green Basket,products/default.jpg
Bed Sheet 784,2423,High quality Bed Sheet from Home,Home,Bed Sheet,Green Basket,products/default.jpg
Shirt 64,1376,High quality Shirt from Clothing,Clothing,Shirt,Smart Shop,products/default.jpg
Mobile 575,4091,High quality Mobile from Electronics,Electronics,Mobile,Super Store,products/default.jpg
Charger 322,2667,High quality Charger from Electronics,Electronics,Charger,Fresh Mart,products/default.jpg
Marker 553,1846,High quality Marker from Stationery,Stationery,Marker,Daily Needs Store,products/default.jpg
Butter 213,727,High quality Butter from Dairy,Dairy,Butter,Mega Mart,products/default.jpg
Shampoo 522,1431,High quality Shampoo from Daily Needs,Daily Needs,Shampoo,Quick Shop,products/default.jpg
Carrot 517,4013,High quality Carrot from Vegetables,Vegetables,Carrot,Smart Shop,products/default.jpg
Cake 840,1155,High quality Cake from Bakery,Bakery,Cake,Daily Needs Store,products/default.jpg
Bed Sheet 430,4203,High quality Bed Sheet from Home,Home,Bed Sheet,Quick Shop,products/default.jpg
Muffin 735,3806,High quality Muffin from Bakery,Bakery,Muffin,Quick Shop,products/default.jpg
Muffin 440,2021,High quality Muffin from Bakery,Bakery,Muffin,Super Store,products/default.jpg
Bread 607,818,High quality Bread from Bakery,Bakery,Bread,Mega Mart,products/default.jpg
Tomato 875,3252,High quality Tomato from Vegetables,Vegetables,Tomato,Fresh Mart,products/default.jpg
Carrot 450,533,High quality Carrot from Vegetables,Vegetables,Carrot,Mega Mart,products/default.jpg
Chocolate 842,350,High quality Chocolate from Snacks,Snacks,Chocolate,Daily Needs Store,products/default.jpg
Potato 243,275,High quality Potato from Vegetables,Vegetables,Potato,Smart Shop,products/default.jpg
Mobile 716,837,High quality Mobile from Electronics,Electronics,Mobile,Fresh Mart,products/default.jpg
Jacket 370,3012,High quality Jacket from Clothing,Clothing,Jacket,Mega Mart,products/default.jpg
Apple 589,3545,High quality Apple from Fruits,Fruits,Apple,Fresh Mart,products/default.jpg
Marker 512,1360,High quality Marker from Stationery,Stationery,Marker,Green Basket,products/default.jpg
Tea 502,1833,High quality Tea from Beverages,Beverages,Tea,Daily Needs Store,products/default.jpg
Table 432,1645,High quality Table from Home,Home,Table,Super Store,products/default.jpg
Eraser 806,3618,High quality Eraser from Stationery,Stationery,Eraser,Urban Grocery,products/default.jpg
Bread 936,4044,High quality Bread from Bakery,Bakery,Bread,Quick Shop,products/default.jpg
